IP,Method,Path,Query,User-Agent,Timestamp,Label
5.199.175.159,GET,/admin,admin' --,Chrome/92.0.4515.159,2025-03-26 13:01:22.761446,1
227.133.29.36,GET,/profile,'; DROP TABLE users; --,Chrome/92.0.4515.159,2025-03-26 13:42:57.761446,1
215.184.229.35,GET,/profile,username=admin,Opera/77.0.4054.254,2025-03-26 13:13:14.761446,0
248.117.150.157,GET,/profile,email=user@example.com,Opera/77.0.4054.254,2025-03-26 13:07:07.761446,0
67.244.24.82,POST,/profile,1' OR '1' = '1,Mozilla/5.0,2025-03-26 13:05:58.761446,1
224.29.49.2,GET,/admin,admin' --,Chrome/92.0.4515.159,2025-03-26 13:35:38.761446,1
3.10.187.128,POST,/profile,"' UNION SELECT null, null, null --",Opera/77.0.4054.254,2025-03-26 13:30:18.761446,1
216.19.103.88,POST,/admin,' OR 'a' = 'a,Safari/537.36,2025-03-26 12:52:44.761446,1
40.197.47.244,GET,/login,password=123456,Safari/537.36,2025-03-26 13:05:20.761446,0
86.230.150.36,POST,/admin,' OR 'a' = 'a,Mozilla/5.0,2025-03-26 13:26:03.761446,1
219.0.6.166,GET,/admin,' OR 1=1; --,Opera/77.0.4054.254,2025-03-26 13:25:51.761446,1
182.21.91.35,POST,/admin,'; DROP TABLE users; --,Mozilla/5.0,2025-03-26 13:13:07.761446,1
249.246.84.239,GET,/profile,1' OR '1' = '1,Chrome/92.0.4515.159,2025-03-26 13:16:05.761446,1
87.148.232.149,GET,/admin,' OR 1=1; --,Opera/77.0.4054.254,2025-03-26 13:01:10.761446,1
121.39.21.217,POST,/profile,name=JohnDoe,Chrome/92.0.4515.159,2025-03-26 13:09:51.761446,0
138.66.1.55,GET,/profile,password=123456,Opera/77.0.4054.254,2025-03-26 12:59:12.761446,0
69.58.69.17,POST,/profile,' OR 'a' = 'a,Safari/537.36,2025-03-26 12:51:38.761446,1
197.239.205.254,GET,/login,name=JohnDoe,Chrome/92.0.4515.159,2025-03-26 13:02:21.761446,0
39.210.89.193,GET,/login,' OR 1=1; --,Mozilla/5.0,2025-03-26 12:57:45.761446,1
116.238.121.67,GET,/profile,'; DROP TABLE users; --,Chrome/92.0.4515.159,2025-03-26 12:55:42.761446,1
29.218.163.166,POST,/admin,search=apple,Chrome/92.0.4515.159,2025-03-26 12:50:51.761446,0
64.224.73.159,POST,/profile,city=NewYork,Chrome/92.0.4515.159,2025-03-26 12:52:14.761446,0
179.114.26.169,POST,/profile,' OR 1=1; --,Opera/77.0.4054.254,2025-03-26 13:09:32.761446,1
233.111.28.56,GET,/profile,name=JohnDoe,Opera/77.0.4054.254,2025-03-26 13:06:20.761446,0
4.205.232.131,GET,/search,' OR 'a' = 'a,Mozilla/5.0,2025-03-26 13:17:19.761446,1
50.141.254.107,POST,/login,1' OR '1' = '1,Mozilla/5.0,2025-03-26 13:35:18.761446,1
212.80.100.54,POST,/search,'; DROP TABLE users; --,Chrome/92.0.4515.159,2025-03-26 13:49:21.761446,1
120.233.91.106,POST,/search,username=admin,Mozilla/5.0,2025-03-26 13:23:56.761446,0
24.170.242.204,POST,/login,1' OR '1' = '1,Chrome/92.0.4515.159,2025-03-26 13:46:56.761446,1
74.78.85.193,POST,/admin,admin' --,Safari/537.36,2025-03-26 13:25:18.761446,1
40.166.89.192,POST,/search,' OR 1=1; --,Opera/77.0.4054.254,2025-03-26 13:49:50.761446,1
74.215.25.82,GET,/login,city=NewYork,Mozilla/5.0,2025-03-26 13:27:17.761446,0
99.91.171.217,POST,/search,username=admin,Chrome/92.0.4515.159,2025-03-26 13:33:04.761446,0
159.100.175.188,GET,/search,"' UNION SELECT null, null, null --",Opera/77.0.4054.254,2025-03-26 13:36:06.761446,1
93.182.101.247,GET,/login,city=NewYork,Mozilla/5.0,2025-03-26 13:46:33.761446,0
220.155.110.230,GET,/search,admin' --,Opera/77.0.4054.254,2025-03-26 13:12:50.761446,1
184.238.26.57,GET,/profile,city=NewYork,Mozilla/5.0,2025-03-26 12:56:41.761446,0
176.182.110.239,GET,/profile,city=NewYork,Mozilla/5.0,2025-03-26 13:48:41.761446,0
119.157.222.120,GET,/login,password=123456,Chrome/92.0.4515.159,2025-03-26 13:35:26.761446,0
139.117.241.92,POST,/login,' OR 1=1; --,Chrome/92.0.4515.159,2025-03-26 13:00:33.761446,1
80.173.87.42,GET,/profile,search=apple,Safari/537.36,2025-03-26 13:45:01.761446,0
169.136.131.132,GET,/login,password=123456,Safari/537.36,2025-03-26 13:26:42.761446,0
47.57.159.110,GET,/search,"' UNION SELECT null, null, null --",Opera/77.0.4054.254,2025-03-26 13:41:14.761446,1
56.91.24.92,POST,/profile,email=user@example.com,Opera/77.0.4054.254,2025-03-26 13:14:22.761446,0
25.104.217.132,POST,/login,name=JohnDoe,Safari/537.36,2025-03-26 12:56:21.761446,0
100.152.38.175,POST,/admin,' OR 1=1; --,Safari/537.36,2025-03-26 13:42:27.761446,1
40.29.194.180,POST,/profile,' OR 'a' = 'a,Chrome/92.0.4515.159,2025-03-26 13:39:10.761446,1
67.230.94.8,GET,/login,username=admin,Chrome/92.0.4515.159,2025-03-26 12:52:35.761446,0
156.119.104.227,POST,/search,email=user@example.com,Chrome/92.0.4515.159,2025-03-26 13:34:19.761446,0
186.84.111.135,GET,/admin,admin' --,Opera/77.0.4054.254,2025-03-26 12:53:15.761446,1
201.189.75.138,POST,/admin,email=user@example.com,Safari/537.36,2025-03-26 13:46:34.761446,0
255.133.192.2,GET,/search,password=123456,Chrome/92.0.4515.159,2025-03-26 13:21:45.761446,0
190.132.50.211,POST,/login,search=apple,Opera/77.0.4054.254,2025-03-26 13:44:06.761446,0
132.149.86.112,POST,/login,'; DROP TABLE users; --,Safari/537.36,2025-03-26 13:46:51.761446,1
240.244.50.8,GET,/admin,admin' --,Opera/77.0.4054.254,2025-03-26 13:40:23.761446,1
165.73.56.225,POST,/admin,admin' --,Opera/77.0.4054.254,2025-03-26 13:14:05.761446,1
191.254.63.42,POST,/admin,username=admin,Opera/77.0.4054.254,2025-03-26 13:01:39.761446,0
171.62.96.136,GET,/login,username=admin,Mozilla/5.0,2025-03-26 13:43:27.761446,0
228.120.9.65,POST,/profile,"' UNION SELECT null, null, null --",Safari/537.36,2025-03-26 13:36:54.761446,1
125.190.162.15,POST,/login,admin' --,Safari/537.36,2025-03-26 13:48:09.761446,1
94.238.57.82,POST,/login,username=admin,Mozilla/5.0,2025-03-26 12:55:06.761446,0
250.238.76.30,GET,/search,email=user@example.com,Chrome/92.0.4515.159,2025-03-26 13:46:42.761446,0
232.150.89.89,POST,/admin,' OR 1=1; --,Opera/77.0.4054.254,2025-03-26 13:21:40.761446,1
239.230.52.254,POST,/login,'; DROP TABLE users; --,Mozilla/5.0,2025-03-26 13:45:35.761446,1
206.69.132.208,GET,/admin,' OR 'a' = 'a,Opera/77.0.4054.254,2025-03-26 13:42:26.761446,1
215.184.53.173,POST,/admin,'; DROP TABLE users; --,Mozilla/5.0,2025-03-26 13:19:00.761446,1
58.155.10.182,POST,/search,1' OR '1' = '1,Safari/537.36,2025-03-26 13:37:49.761446,1
127.121.106.151,POST,/admin,password=123456,Chrome/92.0.4515.159,2025-03-26 13:01:12.761446,0
123.138.21.88,POST,/admin,search=apple,Opera/77.0.4054.254,2025-03-26 13:24:46.761446,0
68.72.5.232,GET,/profile,city=NewYork,Safari/537.36,2025-03-26 13:43:03.761446,0
252.74.241.227,GET,/login,' OR 1=1; --,Mozilla/5.0,2025-03-26 13:04:25.761446,1
174.48.205.252,POST,/search,password=123456,Safari/537.36,2025-03-26 12:54:04.761446,0
61.123.242.137,POST,/profile,' OR 'a' = 'a,Safari/537.36,2025-03-26 13:41:45.761446,1
97.80.93.190,POST,/search,' OR 'a' = 'a,Opera/77.0.4054.254,2025-03-26 13:50:11.761446,1
87.49.229.184,GET,/profile,city=NewYork,Safari/537.36,2025-03-26 13:08:08.761446,0
137.156.198.184,POST,/login,'; DROP TABLE users; --,Opera/77.0.4054.254,2025-03-26 12:51:32.761446,1
170.109.148.124,GET,/search,city=NewYork,Opera/77.0.4054.254,2025-03-26 13:41:32.761446,0
99.179.187.17,POST,/admin,"' UNION SELECT null, null, null --",Opera/77.0.4054.254,2025-03-26 13:38:43.761446,1
252.155.9.224,POST,/search,"' UNION SELECT null, null, null --",Opera/77.0.4054.254,2025-03-26 13:48:17.761446,1
233.123.136.69,POST,/search,username=admin,Mozilla/5.0,2025-03-26 13:22:25.761446,0
249.186.1.132,POST,/login,' OR 'a' = 'a,Mozilla/5.0,2025-03-26 13:20:01.761446,1
35.193.58.120,POST,/admin,email=user@example.com,Chrome/92.0.4515.159,2025-03-26 12:50:33.761446,0
139.218.177.135,POST,/login,"' UNION SELECT null, null, null --",Mozilla/5.0,2025-03-26 13:49:06.761446,1
216.246.151.248,POST,/admin,email=user@example.com,Safari/537.36,2025-03-26 13:42:20.761446,0
109.60.1.179,POST,/admin,email=user@example.com,Chrome/92.0.4515.159,2025-03-26 13:25:04.761446,0
254.50.235.97,GET,/profile,"' UNION SELECT null, null, null --",Opera/77.0.4054.254,2025-03-26 13:12:34.761446,1
6.231.23.243,POST,/login,username=admin,Opera/77.0.4054.254,2025-03-26 13:43:02.761446,0
232.85.210.246,GET,/profile,city=NewYork,Opera/77.0.4054.254,2025-03-26 13:01:46.761446,0
223.193.224.138,POST,/admin,"' UNION SELECT null, null, null --",Safari/537.36,2025-03-26 13:08:01.761446,1
61.46.123.71,GET,/login,1' OR '1' = '1,Chrome/92.0.4515.159,2025-03-26 13:06:02.761446,1
156.221.1.86,GET,/search,name=JohnDoe,Safari/537.36,2025-03-26 13:08:03.761446,0
246.167.213.212,GET,/profile,password=123456,Mozilla/5.0,2025-03-26 13:40:14.761446,0
57.55.161.165,GET,/login,' OR 1=1; --,Mozilla/5.0,2025-03-26 13:48:10.761446,1
245.35.227.181,POST,/admin,admin' --,Mozilla/5.0,2025-03-26 12:57:48.761446,1
219.46.155.177,POST,/admin,' OR 'a' = 'a,Chrome/92.0.4515.159,2025-03-26 12:54:13.761446,1
144.209.191.182,GET,/profile,search=apple,Safari/537.36,2025-03-26 13:36:22.761446,0
55.64.127.206,GET,/profile,1' OR '1' = '1,Mozilla/5.0,2025-03-26 13:00:42.761446,1
37.37.196.87,POST,/profile,search=apple,Opera/77.0.4054.254,2025-03-26 13:03:08.761446,0
64.224.165.180,POST,/admin,' OR 1=1; --,Safari/537.36,2025-03-26 13:34:22.761446,1
115.187.193.143,POST,/admin,1' OR '1' = '1,Safari/537.36,2025-03-26 13:06:45.761446,1
30.201.36.100,POST,/search,city=NewYork,Safari/537.36,2025-03-26 13:16:55.761446,0
133.218.140.115,POST,/profile,admin' --,Opera/77.0.4054.254,2025-03-26 13:41:53.761446,1
225.150.74.12,GET,/login,admin' --,Safari/537.36,2025-03-26 12:57:25.761446,1
157.111.230.114,GET,/search,admin' --,Mozilla/5.0,2025-03-26 13:50:25.761446,1
183.237.170.50,GET,/search,password=123456,Safari/537.36,2025-03-26 13:28:19.761446,0
240.175.130.127,GET,/login,password=123456,Opera/77.0.4054.254,2025-03-26 13:47:44.761446,0
152.94.84.85,POST,/profile,name=JohnDoe,Mozilla/5.0,2025-03-26 13:24:42.761446,0
15.55.69.170,POST,/profile,city=NewYork,Mozilla/5.0,2025-03-26 13:05:19.761446,0
12.116.144.209,POST,/admin,search=apple,Chrome/92.0.4515.159,2025-03-26 13:44:09.761446,0
115.153.60.154,GET,/search,1' OR '1' = '1,Opera/77.0.4054.254,2025-03-26 13:24:50.761446,1
170.217.177.56,GET,/profile,"' UNION SELECT null, null, null --",Chrome/92.0.4515.159,2025-03-26 13:25:52.761446,1
113.73.96.89,GET,/admin,"' UNION SELECT null, null, null --",Opera/77.0.4054.254,2025-03-26 13:28:41.761446,1
43.234.1.123,POST,/login,"' UNION SELECT null, null, null --",Opera/77.0.4054.254,2025-03-26 13:05:46.761446,1
145.65.203.79,GET,/search,city=NewYork,Chrome/92.0.4515.159,2025-03-26 13:12:33.761446,0
153.93.77.187,POST,/admin,' OR 1=1; --,Mozilla/5.0,2025-03-26 13:10:35.761446,1
123.230.79.169,GET,/admin,search=apple,Chrome/92.0.4515.159,2025-03-26 13:39:33.761446,0
152.224.116.254,POST,/login,email=user@example.com,Chrome/92.0.4515.159,2025-03-26 13:08:03.761446,0
12.191.131.13,POST,/login,password=123456,Chrome/92.0.4515.159,2025-03-26 13:39:38.761446,0
64.151.77.78,GET,/login,"' UNION SELECT null, null, null --",Safari/537.36,2025-03-26 13:28:03.761446,1
130.50.243.127,POST,/profile,city=NewYork,Safari/537.36,2025-03-26 12:58:41.761446,0
234.76.34.118,POST,/search,"' UNION SELECT null, null, null --",Mozilla/5.0,2025-03-26 13:38:11.761446,1
246.14.41.42,GET,/profile,"' UNION SELECT null, null, null --",Chrome/92.0.4515.159,2025-03-26 13:48:27.761446,1
227.195.136.247,POST,/search,password=123456,Opera/77.0.4054.254,2025-03-26 12:57:09.761446,0
168.220.31.123,GET,/profile,'; DROP TABLE users; --,Chrome/92.0.4515.159,2025-03-26 13:47:39.761446,1
11.108.187.255,POST,/profile,1' OR '1' = '1,Mozilla/5.0,2025-03-26 13:46:51.761446,1
67.154.168.239,POST,/search,city=NewYork,Opera/77.0.4054.254,2025-03-26 13:06:03.761446,0
94.241.149.184,POST,/admin,city=NewYork,Safari/537.36,2025-03-26 13:29:17.761446,0
134.232.246.140,POST,/login,name=JohnDoe,Opera/77.0.4054.254,2025-03-26 13:07:41.761446,0
122.61.232.38,POST,/profile,' OR 'a' = 'a,Opera/77.0.4054.254,2025-03-26 13:16:12.761446,1
41.93.2.39,POST,/profile,'; DROP TABLE users; --,Mozilla/5.0,2025-03-26 13:46:21.761446,1
118.249.116.191,GET,/profile,email=user@example.com,Mozilla/5.0,2025-03-26 13:48:59.761446,0
122.50.197.14,POST,/admin,search=apple,Chrome/92.0.4515.159,2025-03-26 13:01:42.761446,0
42.209.237.12,GET,/profile,' OR 1=1; --,Safari/537.36,2025-03-26 13:20:07.761446,1
122.251.22.65,POST,/search,name=JohnDoe,Opera/77.0.4054.254,2025-03-26 13:42:19.761446,0
127.95.245.219,POST,/admin,password=123456,Mozilla/5.0,2025-03-26 13:07:54.761446,0
170.5.197.65,GET,/login,email=user@example.com,Mozilla/5.0,2025-03-26 13:29:29.761446,0
84.73.212.115,GET,/search,"' UNION SELECT null, null, null --",Mozilla/5.0,2025-03-26 12:54:10.761446,1
237.72.253.229,POST,/login,search=apple,Safari/537.36,2025-03-26 13:04:11.761446,0
94.27.210.66,GET,/admin,search=apple,Opera/77.0.4054.254,2025-03-26 13:44:48.761446,0
125.73.54.214,POST,/login,username=admin,Chrome/92.0.4515.159,2025-03-26 13:27:32.761446,0
204.43.42.215,GET,/search,"' UNION SELECT null, null, null --",Opera/77.0.4054.254,2025-03-26 13:22:13.761446,1
55.88.58.185,GET,/admin,name=JohnDoe,Safari/537.36,2025-03-26 13:12:08.761446,0
20.79.172.150,POST,/login,' OR 1=1; --,Safari/537.36,2025-03-26 13:35:38.761446,1
135.11.19.232,GET,/profile,password=123456,Opera/77.0.4054.254,2025-03-26 13:32:01.761446,0
190.12.254.212,POST,/search,city=NewYork,Chrome/92.0.4515.159,2025-03-26 13:41:31.761446,0
11.94.72.209,GET,/search,admin' --,Opera/77.0.4054.254,2025-03-26 13:06:17.761446,1
30.223.182.13,POST,/admin,' OR 'a' = 'a,Mozilla/5.0,2025-03-26 13:21:16.761446,1
74.219.83.147,POST,/search,' OR 'a' = 'a,Chrome/92.0.4515.159,2025-03-26 13:37:23.761446,1
126.64.52.221,POST,/profile,username=admin,Opera/77.0.4054.254,2025-03-26 13:18:26.761446,0
99.123.104.222,POST,/admin,"' UNION SELECT null, null, null --",Opera/77.0.4054.254,2025-03-26 13:18:59.761446,1
60.108.249.118,POST,/profile,email=user@example.com,Safari/537.36,2025-03-26 13:33:50.761446,0
38.222.125.74,GET,/login,' OR 'a' = 'a,Safari/537.36,2025-03-26 13:42:19.761446,1
100.25.132.129,GET,/login,search=apple,Chrome/92.0.4515.159,2025-03-26 13:45:21.761446,0
254.188.83.68,GET,/profile,password=123456,Chrome/92.0.4515.159,2025-03-26 13:25:45.761446,0
79.201.41.26,POST,/profile,password=123456,Safari/537.36,2025-03-26 13:41:36.761446,0
118.153.97.60,POST,/admin,'; DROP TABLE users; --,Mozilla/5.0,2025-03-26 13:14:38.761446,1
36.178.117.77,POST,/profile,admin' --,Mozilla/5.0,2025-03-26 13:16:52.761446,1
28.55.101.47,POST,/profile,search=apple,Chrome/92.0.4515.159,2025-03-26 13:49:30.761446,0
78.8.34.189,POST,/login,admin' --,Safari/537.36,2025-03-26 13:14:00.761446,1
129.124.176.68,GET,/profile,"' UNION SELECT null, null, null --",Mozilla/5.0,2025-03-26 13:38:42.761446,1
197.207.82.152,GET,/login,' OR 1=1; --,Chrome/92.0.4515.159,2025-03-26 13:22:55.761446,1
172.69.160.221,POST,/admin,' OR 'a' = 'a,Chrome/92.0.4515.159,2025-03-26 13:06:38.761446,1
54.155.63.248,POST,/profile,username=admin,Chrome/92.0.4515.159,2025-03-26 13:14:55.761446,0
28.214.60.176,POST,/login,' OR 1=1; --,Chrome/92.0.4515.159,2025-03-26 13:12:15.761446,1
167.126.253.163,POST,/admin,"' UNION SELECT null, null, null --",Safari/537.36,2025-03-26 13:03:28.761446,1
178.62.131.43,POST,/login,'; DROP TABLE users; --,Opera/77.0.4054.254,2025-03-26 13:06:35.761446,1
58.185.234.172,POST,/profile,'; DROP TABLE users; --,Chrome/92.0.4515.159,2025-03-26 13:07:21.761446,1
4.219.46.41,POST,/login,username=admin,Mozilla/5.0,2025-03-26 13:05:41.761446,0
68.17.76.43,POST,/profile,' OR 'a' = 'a,Mozilla/5.0,2025-03-26 13:20:01.761446,1
179.36.167.57,GET,/search,username=admin,Opera/77.0.4054.254,2025-03-26 13:49:27.761446,0
218.220.205.129,GET,/profile,password=123456,Mozilla/5.0,2025-03-26 13:47:55.761446,0
57.170.149.203,POST,/profile,1' OR '1' = '1,Mozilla/5.0,2025-03-26 13:27:26.761446,1
94.112.248.192,POST,/admin,password=123456,Opera/77.0.4054.254,2025-03-26 13:09:12.761446,0
253.158.184.171,POST,/login,1' OR '1' = '1,Mozilla/5.0,2025-03-26 12:53:58.761446,1
172.141.247.141,POST,/search,'; DROP TABLE users; --,Safari/537.36,2025-03-26 13:45:21.761446,1
157.89.13.94,GET,/login,email=user@example.com,Opera/77.0.4054.254,2025-03-26 13:16:56.761446,0
38.214.57.3,GET,/admin,"' UNION SELECT null, null, null --",Chrome/92.0.4515.159,2025-03-26 13:18:52.761446,1
87.227.140.87,GET,/profile,admin' --,Mozilla/5.0,2025-03-26 13:06:01.761446,1
132.223.190.235,POST,/admin,city=NewYork,Safari/537.36,2025-03-26 13:16:03.761446,0
54.81.9.80,GET,/admin,1' OR '1' = '1,Opera/77.0.4054.254,2025-03-26 13:30:40.761446,1
108.217.20.63,POST,/admin,password=123456,Chrome/92.0.4515.159,2025-03-26 13:09:21.761446,0
